car,price,body,mileage,engV,engType,registration,year,drive
Volkswagen,21900.0,Van,166,2.0,Diesel,yes,2011,Front
Volkswagen,22000.0,Sedan,65,2.0,Petrol,yes,2012,Front
Audi,22800.0,Sedan,184,2.7,Diesel,yes,2010,Front
Chrysler,12899.0,Sedan,200,3.5,Petrol,yes,2007,Rear
Toyota,12500.0,Sedan,140,3.5,Gas,yes,2007,Front
BMW,15000.0,Sedan,137,2.2,Petrol,yes,2004,Rear
Mercedes-Benz,3200.0,Sedan,229,2.7,Diesel,no,2001,Rear
Volkswagen,20800.0,Other,160,2.0,Diesel,yes,2012,Full
Renault,9000.0,Hatch,56,1.6,Petrol,yes,2011,Front
Nissan,16300.0,Crossover,43,2.0,Petrol,yes,2013,Front
Honda,14500.0,Sedan,123,2.0,Petrol,yes,2009,Front
Ford,3400.0,Van,250,2.5,Diesel,yes,1999,Rear
Toyota,21999.0,Sedan,80,2.5,Other,yes,2012,Front
Skoda,12999.0,Sedan,69,1.8,Petrol,yes,2010,Front
Audi,3500.0,Sedan,200,2.5,Diesel,no,2001,Front
Audi,6400.0,Sedan,261,1.8,Gas,yes,2000,Front
Volkswagen,15900.0,Sedan,150,2.0,Diesel,yes,2012,Unknown
Audi,4999.0,Sedan,231,1.9,Diesel,no,2002,Front
Chery,2600.0,Hatch,110,2.65,Petrol,yes,2008,Front
Smart,7450.0,Hatch,72,1.0,Petrol,yes,2011,Rear
Daewoo,3950.0,Sedan,127,1.5,Petrol,yes,2006,Front
Renault,11200.0,Vagon,165,1.5,Diesel,yes,2012,Front
Renault,11100.0,Vagon,155,1.5,Diesel,yes,2012,Front
Opel,3850.0,Sedan,184,2.0,Petrol,yes,1993,Front
Chevrolet,5750.0,Sedan,99,1.5,Petrol,yes,2009,Front
Volkswagen,15500.0,Sedan,178,2.0,Diesel,no,2013,Front
Toyota,27800.0,Sedan,157,3.5,Petrol,yes,2011,Front
Volkswagen,10000.0,Sedan,56,1.8,Petrol,no,2015,Front
Nissan,10999.0,Crossover,157,1.5,Diesel,yes,2008,Front
Hyundai,12800.0,Sedan,106,2.0,Petrol,yes,2012,Front
Skoda,8400.0,Sedan,122,1.8,Petrol,yes,2008,Front
Mitsubishi,4950.0,Sedan,256,2.0,Petrol,yes,1997,Front
Renault,7200.0,Van,73,1.5,Diesel,yes,2012,Front
Mitsubishi,11300.0,Crossover,128,2.4,Gas,yes,2008,Full
Skoda,14900.0,Hatch,710,1.8,Petrol,yes,2012,Front
Fiat,5300.0,Van,240,2.8,Diesel,yes,2006,Front
Ford,7499.0,Van,209,1.8,Diesel,yes,2009,Front
Skoda,15500.0,Sedan,98,1.8,Petrol,yes,2010,Front
VAZ,2999.0,Vagon,135,1.6,Petrol,yes,2006,Front
Volkswagen,0.0,Vagon,161,1.4,Petrol,yes,2011,Front
Mazda,13200.0,Sedan,122,2.0,Gas,yes,2009,Front
Volkswagen,8000.0,Van,350,1.9,Diesel,yes,2004,Front
Bentley,85000.0,Other,32,6.0,Petrol,yes,2009,Full
Opel,2600.0,Sedan,350,2.0,Diesel,no,1999,Front
Seat,10950.0,Vagon,145,2.0,Diesel,yes,2008,Front
BMW,41000.0,Crossover,80,3.0,Petrol,yes,2012,Full
BMW,69999.0,Crossover,0,2.5,Diesel,yes,2016,Full
Nissan,16699.0,Hatch,24,2.65,Other,yes,2013,Front
Skoda,5100.0,Hatch,161,1.2,Petrol,yes,2006,Front
Mercedes-Benz,74999.0,Crossover,1,2.2,Diesel,yes,2016,Full
VAZ,3600.0,Hatch,137,1.6,Petrol,yes,2005,Front
Audi,3900.0,Vagon,232,2.5,Diesel,no,2003,Full
BMW,66666.0,Crossover,0,2.0,Diesel,yes,2016,Full
Infiniti,19500.0,Other,98,3.7,Petrol,yes,2008,Rear
VAZ,1800.0,Sedan,125,1.5,Petrol,yes,2000,Rear
Renault,7600.0,Van,108,1.0,Diesel,yes,2013,Front
Nissan,8200.0,Hatch,144,1.6,Petrol,yes,2008,Front
Audi,23500.0,Crossover,116,4.2,Petrol,yes,2008,Full
Audi,51000.0,Crossover,44,3.0,Diesel,yes,2014,Full
ZAZ,2350.0,Hatch,41,1.2,Petrol,yes,2006,Front
Kia,7499.0,Sedan,193,2.0,Petrol,yes,2007,Front
Hyundai,16000.0,Crossover,55,2.0,Gas,yes,2012,Full
Chevrolet,13300.0,Hatch,77,1.8,Other,yes,2012,Front
Volkswagen,2900.0,Sedan,238,2.0,Gas,no,2002,Front
Opel,6999.0,Van,344,1.7,Diesel,yes,2008,Front
VAZ,3850.0,Sedan,80,1.6,Petrol,yes,2008,Front
Hyundai,10500.0,Crossover,106,2.65,Petrol,yes,2008,Full
Volkswagen,22500.0,Van,62,2.0,Diesel,yes,2011,Front
Skoda,8200.0,Hatch,72,1.4,Petrol,yes,2010,Front
Ford,9300.0,Hatch,182,1.6,Gas,yes,2011,Unknown
BMW,12950.0,Sedan,268,4.0,Diesel,yes,2004,Rear
BMW,56500.0,Crossover,45,3.0,Diesel,yes,2014,Full
Audi,9000.0,Sedan,158,2.0,Gas,yes,2003,Front
Volkswagen,17000.0,Crossover,158,2.5,Diesel,yes,2007,Full
Volkswagen,3700.0,Sedan,195,1.9,Diesel,no,2001,Front
Mercedes-Benz,23200.0,Sedan,58,1.8,Petrol,yes,2010,Rear
Daewoo,3800.0,Sedan,128,1.5,Gas,yes,2008,Front
BMW,52000.0,Crossover,7,2.0,Diesel,yes,2015,Full
Skoda,12200.0,Vagon,150,1.8,Petrol,yes,2012,Front
Volkswagen,2499.0,Sedan,220,1.9,Diesel,no,2004,Front
Volkswagen,27200.0,Crossover,1,2.0,Diesel,yes,2015,Front
Porsche,18900.0,Crossover,141,4.5,Petrol,yes,2005,Full
Tesla,60000.0,Sedan,5,2.65,Other,yes,2014,Rear
Opel,3800.0,Sedan,335,1.6,Petrol,yes,1998,Front
BMW,16300.0,Crossover,258,4.4,Petrol,yes,2005,Full
BMW,17500.0,Sedan,102,2.0,Petrol,yes,2011,Rear
Fiat,7500.0,Van,168,1.3,Diesel,yes,2011,Front
BMW,6100.0,Sedan,438,2.0,Gas,yes,1997,Rear
Opel,5100.0,Sedan,190,1.6,Other,yes,1999,Front
BMW,16500.0,Crossover,230,3.0,Gas,yes,2004,Full
Land Rover,19999.0,Crossover,106,4.4,Gas,yes,2005,Full
Seat,5900.0,Hatch,157,1.4,Petrol,yes,2006,Front
Kia,9900.0,Sedan,127,2.7,Gas,yes,2008,Front
ZAZ,4000.0,Other,130,1.3,Petrol,yes,1961,Full
Mercedes-Benz,29500.0,Sedan,64,1.6,Petrol,yes,2013,Front
BMW,15000.0,Vagon,245,3.0,Gas,yes,2006,Full
Mercedes-Benz,5850.0,Van,240,2.2,Diesel,yes,2001,Front
Tesla,139600.0,Sedan,4,2.65,Other,yes,2015,Full
Audi,13900.0,Other,197,2.0,Diesel,yes,2006,Front
Volkswagen,18600.0,Sedan,2,1.6,Petrol,yes,2015,Front
Mitsubishi,7300.0,Sedan,121,1.6,Gas,yes,2008,Front
Hyundai,6800.0,Sedan,140,1.5,Diesel,yes,2008,Front
Mercedes-Benz,4700.0,Sedan,260,2.7,Diesel,no,2002,Rear
Volkswagen,5400.0,Vagon,250,1.6,Petrol,yes,2003,Front
Mazda,10700.0,Sedan,148,2.0,Petrol,yes,2008,Front
BMW,19999.0,Crossover,227,3.0,Diesel,yes,2006,Full
Volkswagen,7700.0,Van,177,1.9,Diesel,yes,2008,Front
Skoda,7000.0,Sedan,160,1.8,Gas,yes,2003,Front
Porsche,23500.0,Crossover,97,4.5,Petrol,yes,2004,Full
Land Rover,0.0,Crossover,46,4.4,Diesel,yes,2014,Full
Land Rover,89000.0,Crossover,80,5.0,Petrol,yes,2013,Full
Land Rover,46800.0,Crossover,51,2.2,Other,yes,2013,Full
Renault,2350.0,Vagon,245,1.9,Diesel,no,2003,Front
Toyota,10500.0,Sedan,180,3.5,Petrol,yes,2007,Unknown
Porsche,44500.0,Crossover,115,4.8,Petrol,yes,2010,Full
Hyundai,11500.0,Van,183,2.5,Diesel,yes,2008,Rear
Toyota,30900.0,Sedan,15,2.5,Petrol,yes,2015,Unknown
Opel,10000.0,Van,142,2.0,Diesel,yes,2011,Front
Kia,11900.0,Sedan,67,2.0,Petrol,yes,2011,Front
Subaru,14750.0,Crossover,86,3.6,Petrol,yes,2009,Full
Bentley,499999.0,Crossover,0,6.0,Petrol,yes,2016,Full
Suzuki,9600.0,Crossover,128,2.0,Petrol,yes,2006,Full
Toyota,30950.0,Other,45,4.6,Petrol,yes,2013,Full
VAZ,5999.0,Crossover,73,1.7,Petrol,yes,2007,Full
Lexus,13800.0,Crossover,150,3.3,Petrol,yes,2005,Full
Mercedes-Benz,19200.0,Sedan,173,5.0,Petrol,yes,2007,Rear
Volkswagen,15800.0,Van,194,2.0,Diesel,yes,2012,Front
Audi,30650.0,Vagon,35,2.0,Petrol,yes,2013,Full
Toyota,25000.0,Crossover,80,4.0,Gas,yes,2008,Full
Mercedes-Benz,5100.0,Sedan,295,3.0,Diesel,yes,1994,Full
Volkswagen,28500.0,Sedan,50,2.0,Petrol,yes,2013,Front
Opel,10800.0,Other,206,2.0,Diesel,yes,2008,Front
Mitsubishi,21500.0,Crossover,47,2.4,Petrol,yes,2012,Full
Volkswagen,12000.0,Other,209,2.65,Diesel,yes,2006,Front
Renault,17500.0,Crossover,20,1.5,Diesel,yes,2016,Full
Hyundai,7500.0,Sedan,100,1.4,Petrol,yes,2007,Front
Daewoo,5200.0,Sedan,60,1.6,Gas,yes,2008,Front
Volkswagen,3650.0,Sedan,197,2.0,Petrol,yes,1996,Front
Mitsubishi,17500.0,Crossover,38,1.8,Petrol,yes,2012,Front
Dodge,9500.0,Crossover,220,5.2,Gas,yes,2000,Full
Honda,15500.0,Crossover,96,2.4,Petrol,yes,2009,Full
Ford,29900.0,Crossover,68,2.0,Diesel,yes,2015,Full
Mercedes-Benz,0.0,Van,0,2.2,Diesel,yes,2016,Full
Skoda,0.0,Vagon,95,1.6,Diesel,yes,2012,Front
Opel,9900.0,Sedan,109,2.2,Gas,yes,2009,Front
Infiniti,40900.0,Crossover,64,3.0,Diesel,yes,2014,Full
Hyundai,11200.0,Crossover,90,2.0,Gas,yes,2008,Full
Lexus,25999.0,Crossover,207,4.7,Gas,yes,2007,Full
Ford,2200.0,Sedan,500,2.0,Gas,yes,1993,Rear
Volkswagen,28713.75,Hatch,0,2.0,Diesel,yes,2015,Front
Volkswagen,13000.0,Crossover,235,3.2,Gas,yes,2005,Full
Audi,17500.0,Sedan,94,1.8,Petrol,yes,2008,Front
Nissan,8100.0,Sedan,88,1.6,Petrol,yes,2012,Front
Renault,7300.0,Van,186,1.5,Diesel,yes,2010,Front
Nissan,6200.0,Sedan,170,1.8,Gas,yes,2005,Front
ZAZ,2499.0,Sedan,45,1.2,Gas,yes,2007,Front
Volkswagen,11350.0,Van,190,75.0,Diesel,yes,2011,Front
Hyundai,7500.0,Sedan,104,1.6,Petrol,yes,2010,Front
BMW,28500.0,Crossover,160,4.8,Gas,yes,2008,Full
Citroen,8500.0,Hatch,65,1.4,Petrol,yes,2012,Front
Opel,2100.0,Vagon,240,2.2,Gas,no,2001,Front
Renault,12179.0,Vagon,95,1.5,Diesel,yes,2012,Front
Mercedes-Benz,35500.0,Sedan,160,6.5,Petrol,yes,2008,Rear
Renault,12350.0,Van,159,2.0,Diesel,yes,2010,Front
Lexus,35000.0,Crossover,33,3.5,Petrol,yes,2012,Full
Renault,6000.0,Van,162,1.4,Petrol,yes,2007,Front
Mercedes-Benz,19600.0,Vagon,127,1.8,Diesel,yes,2013,Front
Lexus,47000.0,Crossover,82,5.7,Petrol,yes,2009,Full
Renault,8300.0,Van,177,1.5,Diesel,yes,2007,Front
Volkswagen,14500.0,Van,168,2.0,Diesel,yes,2012,Front
Volkswagen,7200.0,Van,270,1.9,Diesel,yes,2008,Front
Renault,9100.0,Vagon,176,1.5,Diesel,yes,2011,Front
Volkswagen,7900.0,Van,229,1.9,Diesel,yes,2001,Front
Renault,7000.0,Vagon,231,1.6,Petrol,yes,2008,Front
Ford,1050.0,Sedan,160,1.4,Petrol,yes,1988,Front
Mitsubishi,6000.0,Hatch,118,1.3,Petrol,yes,2006,Front
Volkswagen,2900.0,Sedan,315,1.6,Gas,yes,1990,Front
Opel,9700.0,Other,175,1.3,Diesel,yes,2013,Front
Nissan,7600.0,Hatch,280,1.6,Petrol,yes,2007,Front
Volkswagen,35800.0,Crossover,92,3.0,Diesel,yes,2011,Full
ZAZ,1000.0,Hatch,150,1.2,Petrol,yes,2004,Front
ZAZ,1800.0,Hatch,150,99.99,Gas,yes,2004,Front
Mercedes-Benz,26800.0,Sedan,162,5.5,Petrol,yes,2007,Full
Skoda,21500.0,Sedan,64,1.8,Petrol,yes,2013,Front
Renault,10850.0,Crossover,103,2.5,Gas,yes,2010,Full
Bentley,117000.0,Sedan,830,6.0,Petrol,yes,2011,Full
Mazda,15000.0,Sedan,78,2.0,Petrol,yes,2010,Front
Mazda,16000.0,Sedan,47,2.0,Petrol,yes,2011,Front
Mazda,7700.0,Sedan,121,1.6,Petrol,yes,2007,Front
Honda,9300.0,Sedan,135,1.4,Other,yes,2008,Front
Seat,9100.0,Vagon,78,1.2,Diesel,yes,2013,Front
Land Rover,39700.0,Crossover,87,2.65,Petrol,yes,2010,Full
Renault,8250.0,Sedan,148,2.65,Other,yes,2011,Unknown
Kia,14500.0,Sedan,91,2.0,Petrol,yes,2013,Front
Land Rover,84999.0,Crossover,81,5.0,Petrol,yes,2013,Full
Ford,1000.0,Hatch,2,1.4,Petrol,yes,1985,Front
Nissan,16800.0,Crossover,52,1.6,Petrol,yes,2013,Unknown
Kia,13460.265,Hatch,1,1.6,Petrol,yes,2016,Front
Volkswagen,8800.0,Van,240,1.9,Diesel,yes,2003,Front
Mitsubishi,9500.0,Crossover,150,2.0,Gas,yes,2007,Full
Toyota,14500.0,Other,82,2.0,Gas,yes,2007,Full
Renault,11500.0,Van,160,1.5,Diesel,yes,2010,Front
Smart,3100.0,Other,103,0.6,Petrol,yes,2000,Rear
Volkswagen,9000.0,Van,181,1.6,Diesel,yes,2011,Front
Toyota,12800.0,Sedan,123,3.5,Petrol,yes,2007,Front
Mercedes-Benz,10200.0,Sedan,174,2.6,Gas,yes,2001,Rear
BMW,69999.0,Crossover,1,2.0,Petrol,yes,2016,Full
Mercedes-Benz,0.0,Crossover,0,3.0,Petrol,yes,2016,Full
Nissan,13300.0,Crossover,87,2.0,Gas,yes,2011,Front
BMW,42000.0,Sedan,59,4.4,Petrol,yes,2009,Rear
Volkswagen,4400.0,Hatch,238,1.6,Petrol,yes,1994,Front
Toyota,18800.0,Crossover,105,2.0,Gas,yes,2011,Full
Honda,7500.0,Other,165,2.4,Petrol,yes,2005,Front
Mercedes-Benz,7300.0,Van,207,2.2,Diesel,yes,2003,Front
BMW,29999.0,Other,73,2.0,Petrol,yes,2012,Rear
Volkswagen,17500.0,Vagon,160,1.4,Petrol,yes,2011,Front
Renault,9200.0,Vagon,155,1.5,Diesel,yes,2010,Front
Peugeot,4700.0,Van,245,1.6,Diesel,yes,2006,Front
Mercedes-Benz,3799.0,Sedan,210,2.0,Petrol,yes,1995,Rear
BYD,12800.0,Crossover,42,2.4,Gas,yes,2013,Front
Ford,8599.0,Van,150,1.8,Diesel,yes,2010,Front
Volkswagen,21000.0,Other,93,2.0,Diesel,yes,2012,Front
Jeep,27500.0,Crossover,250,3.0,Diesel,yes,2012,Full
BMW,4800.0,Sedan,11,2.5,Diesel,yes,1994,Rear
Suzuki,10500.0,Crossover,92,2.0,Petrol,yes,2006,Full
Volkswagen,7500.0,Van,180,2.5,Diesel,yes,2004,Front
Hyundai,21400.0,Crossover,63,2.0,Diesel,yes,2012,Full
Nissan,14200.0,Hatch,23,2.65,Other,yes,2014,Front
Nissan,11999.0,Crossover,113,3.5,Gas,yes,2005,Full
Seat,4200.0,Sedan,300,1.9,Diesel,yes,1996,Front
Mercedes-Benz,28000.0,Other,12,1.8,Petrol,yes,2013,Unknown
Land Rover,52900.0,Crossover,25,2.65,Petrol,yes,2012,Full
Suzuki,12000.0,Hatch,87,1.6,Gas,yes,2011,Front
Peugeot,19500.0,Crossover,90,1.6,Diesel,yes,2014,Front
Audi,21800.0,Vagon,172,2.0,Diesel,yes,2011,Front
BMW,4200.0,Sedan,277,2.0,Petrol,yes,1991,Rear
Peugeot,6400.0,Hatch,198,1.4,Gas,yes,2008,Front
Audi,0.0,Sedan,62,3.0,Petrol,yes,2013,Full
Hyundai,12650.0,Other,55,1.4,Diesel,yes,2013,Front
BMW,10800.0,Sedan,288,4.4,Gas,yes,2002,Rear
Porsche,49999.0,Crossover,65,3.6,Petrol,yes,2012,Full
Land Rover,43999.0,Crossover,56,2.2,Diesel,yes,2013,Full
Chevrolet,5650.0,Sedan,140,1.6,Petrol,yes,2006,Front
Mazda,6700.0,Other,123,1.6,Petrol,yes,2009,Front
BMW,7000.0,Sedan,280,3.0,Petrol,yes,2001,Rear
Subaru,12700.0,Crossover,130,3.0,Gas,yes,2007,Full
Mercedes-Benz,7450.0,Sedan,219,2.0,Petrol,yes,2000,Rear
Toyota,10500.0,Sedan,82,2.65,Petrol,yes,2010,Front
Toyota,28900.0,Crossover,83,2.65,Petrol,yes,2012,Full
Toyota,10500.0,Sedan,124,1.8,Petrol,yes,2008,Front
Audi,7500.0,Vagon,240,2.0,Petrol,yes,2002,Front
BMW,2250.0,Sedan,350,2.5,Diesel,yes,1998,Rear
Toyota,14100.0,Hatch,67,1.6,Petrol,yes,2012,Front
Infiniti,14200.0,Crossover,129,3.5,Petrol,yes,2004,Full
Toyota,13300.0,Sedan,158,2.0,Gas,yes,2009,Front
Mercedes-Benz,11200.0,Other,198,6.0,Petrol,yes,2004,Rear
Mercedes-Benz,11200.0,Sedan,198,6.0,Petrol,yes,2004,Rear
BMW,3900.0,Sedan,380,3.0,Gas,yes,1989,Rear
Infiniti,13200.0,Crossover,160,3.5,Petrol,yes,2003,Full
Mitsubishi,4999.0,Sedan,60,1.6,Petrol,yes,2007,Front
Mazda,12850.0,Crossover,125,99.99,Other,yes,2009,Full
Toyota,18900.0,Crossover,161,2.7,Gas,yes,2005,Full
Subaru,19900.0,Vagon,118,2.5,Petrol,yes,2013,Full
Volkswagen,0.0,Sedan,381,2.5,Diesel,yes,2000,Unknown
Land Rover,22999.0,Crossover,167,4.2,Gas,yes,2006,Full
Ford,6500.0,Hatch,97,1.4,Petrol,yes,2008,Front
Honda,11000.0,Sedan,142,2.4,Petrol,yes,2008,Front
Skoda,8699.0,Hatch,122,1.6,Petrol,yes,2009,Front
BMW,10000.0,Sedan,274,4.4,Gas,yes,1998,Rear
BMW,2600.0,Sedan,270,2.0,Diesel,no,1998,Rear
BMW,4500.0,Sedan,140,3.0,Diesel,no,2000,Rear
Mitsubishi,12800.0,Crossover,153,1.6,Gas,yes,2011,Front
Audi,30999.0,Sedan,108,2.0,Diesel,yes,2013,Front
ZAZ,6500.0,Hatch,1,1.5,Petrol,yes,2015,Front
Skoda,19200.0,Sedan,60,1.4,Petrol,yes,2015,Front
BMW,1700.0,Sedan,200,2.0,Diesel,no,2003,Rear
BMW,50499.0,Sedan,128,3.0,Diesel,yes,2013,Full
BMW,18500.0,Sedan,79,3.0,Diesel,no,2012,Rear
Audi,90999.0,Sedan,4,3.0,Diesel,yes,2015,Full
Audi,85555.0,Sedan,40,3.0,Diesel,yes,2015,Full
Volkswagen,14899.0,Van,158,2.0,Diesel,yes,2012,Front
Audi,2500.0,Vagon,300,2.5,Diesel,no,2002,Front
Toyota,23200.0,Crossover,160,4.0,Petrol,yes,2008,Full
Volkswagen,2600.0,Sedan,330,1.9,Petrol,no,1999,Front
Subaru,10700.0,Vagon,120,2.5,Petrol,yes,2006,Full
Mazda,11800.0,Crossover,165,2.3,Petrol,yes,2008,Front
Hyundai,13400.0,Crossover,157,2.7,Gas,yes,2006,Full
Honda,15000.0,Sedan,129,2.4,Gas,yes,2010,Front
Chevrolet,5444.0,Sedan,120,1.6,Gas,yes,2007,Front
Volkswagen,28500.0,Other,38,2.0,Diesel,yes,2015,Full
BMW,3500.0,Sedan,300,3.0,Diesel,no,1999,Rear
Ford,8900.0,Sedan,15,2.0,Petrol,yes,1988,Rear
Toyota,30990.0,Crossover,68,2.7,Gas,yes,2012,Full
Honda,12200.0,Sedan,185,2.4,Gas,yes,2008,Front
Mercedes-Benz,199999.0,Crossover,0,5.5,Petrol,yes,2016,Full
Toyota,18600.0,Hatch,73,1.6,Petrol,yes,2013,Front
Mercedes-Benz,109999.0,Van,0,2.2,Diesel,yes,2016,Full
Hyundai,21700.0,Crossover,63,2.2,Diesel,yes,2012,Full
Skoda,0.0,Vagon,98,1.6,Diesel,yes,2012,Front
Honda,18900.0,Crossover,88,2.0,Petrol,yes,2011,Full
Toyota,17900.0,Crossover,133,2.7,Gas,yes,2007,Full
Honda,13000.0,Sedan,116,2.65,Petrol,yes,2007,Front
Nissan,2100.0,Sedan,380,3.0,Gas,yes,1991,Front
BMW,12000.0,Sedan,237,3.0,Diesel,yes,2003,Rear
Hyundai,26900.0,Crossover,59,2.4,Petrol,yes,2013,Unknown
Hyundai,18300.0,Hatch,0,1.4,Petrol,yes,2016,Front
Volkswagen,9800.0,Other,117,1.6,Diesel,yes,2014,Front
Peugeot,3900.0,Van,220,1.9,Diesel,yes,2007,Unknown
BMW,19990.0,Sedan,1,2.0,Diesel,yes,2008,Rear
Jeep,27500.0,Crossover,93,6.1,Petrol,yes,2007,Full
Volkswagen,11900.0,Other,112,2.0,Diesel,yes,2011,Front
Lexus,14500.0,Crossover,223,3.3,Petrol,yes,2003,Full
Land Rover,25300.0,Crossover,127,3.6,Diesel,yes,2007,Full
Nissan,7600.0,Sedan,178,2.0,Gas,yes,2004,Front
BMW,3500.0,Sedan,185,2.0,Diesel,no,2002,Rear
BMW,9700.0,Sedan,267,2.0,Diesel,yes,2002,Rear
Chevrolet,4100.0,Sedan,208,1.5,Gas,yes,2004,Front
Peugeot,28000.0,Other,32,1.6,Petrol,yes,2013,Front
Mitsubishi,7700.0,Sedan,135,2.0,Gas,yes,2007,Front
Fiat,12500.0,Van,92,1.4,Gas,yes,2013,Front
Opel,3250.0,Sedan,140,1.6,Petrol,yes,1996,Front
Subaru,6200.0,Sedan,230,1.6,Petrol,yes,2003,Front
BMW,2500.0,Sedan,290,2.0,Diesel,no,1999,Front
Infiniti,36900.0,Crossover,82,3.0,Diesel,yes,2012,Full
Toyota,16200.0,Crossover,219,2.7,Petrol,yes,2006,Full
Hyundai,12500.0,Crossover,134,2.7,Gas,yes,2007,Full
Opel,3950.0,Hatch,10,1.6,Gas,yes,1992,Front
Fiat,7200.0,Vagon,107,1.3,Diesel,yes,2008,Front
Opel,8900.0,Hatch,160,1.23,Petrol,yes,2011,Front
ZAZ,1150.0,Hatch,49,1.1,Other,yes,2002,Front
Mercedes-Benz,6800.0,Sedan,286,2.65,Other,yes,2000,Unknown
Renault,8300.0,Van,141,2.0,Diesel,yes,2011,Front
Mercedes-Benz,16800.0,Van,116,2.2,Diesel,yes,2013,Full
Volkswagen,6800.0,Vagon,160,2.8,Petrol,yes,2001,Front
BMW,7500.0,Sedan,275,2.0,Gas,yes,1998,Rear
Peugeot,4300.0,Other,149,1.4,Petrol,yes,2008,Front
BMW,4000.0,Sedan,380,2.0,Petrol,yes,1991,Rear
Subaru,8700.0,Hatch,118,1.5,Petrol,yes,2008,Full
BMW,27900.0,Sedan,170,3.0,Petrol,yes,2011,Rear
Mitsubishi,20300.0,Other,30,2.65,Diesel,yes,2014,Full
Mercedes-Benz,86000.0,Crossover,3,3.0,Diesel,yes,2016,Full
Suzuki,14300.0,Crossover,77,2.4,Petrol,yes,2010,Full
Hyundai,19700.0,Crossover,127,2.2,Diesel,yes,2012,Full
Mercedes-Benz,9999.0,Van,127,2.2,Diesel,yes,2005,Rear
BMW,17900.0,Sedan,69,2.0,Petrol,yes,2008,Rear
ZAZ,4600.0,Sedan,29,1.3,Petrol,yes,2015,Front
BMW,2500.0,Sedan,242,3.0,Diesel,no,2001,Rear
VAZ,3000.0,Hatch,112,1.6,Petrol,yes,2007,Front
Land Rover,107000.0,Crossover,82,4.4,Diesel,yes,2014,Full
Peugeot,11000.0,Crossover,110,1.6,Gas,yes,2013,Front
Hyundai,15600.0,Other,134,2.7,Gas,yes,2008,Full
Opel,10500.0,Sedan,103,2.2,Gas,yes,2008,Front
Daewoo,4850.0,Sedan,33,1.5,Petrol,yes,2011,Front
Mitsubishi,5300.0,Hatch,240,1.8,Petrol,yes,2000,Front
Volkswagen,7300.0,Van,214,1.9,Diesel,yes,2001,Front
Chevrolet,6000.0,Sedan,132,1.8,Gas,yes,2007,Front
Infiniti,14800.0,Crossover,150,3.5,Gas,yes,2005,Full
Mitsubishi,14999.0,Crossover,115,3.0,Petrol,yes,2008,Full
BMW,12900.0,Sedan,121,2.0,Petrol,yes,2007,Rear
Chrysler,6900.0,Sedan,180,2.0,Gas,yes,2002,Front
Daewoo,4799.0,Hatch,34,0.8,Petrol,yes,2012,Front
Mercedes-Benz,28500.0,Other,65,1.8,Petrol,yes,2011,Rear
Renault,11900.0,Other,162,2.3,Other,yes,2011,Front
BMW,27500.0,Sedan,100,2.0,Petrol,yes,2012,Rear
Mitsubishi,16500.0,Crossover,150,3.5,Gas,yes,2008,Full
Hyundai,11300.0,Crossover,166,2.0,Petrol,yes,2008,Full
Seat,8500.0,Hatch,167,2.0,Diesel,yes,2008,Front
Kia,12000.495,Sedan,1,1.4,Petrol,yes,2015,Front
Honda,27802.50525,Crossover,1,2.4,Petrol,yes,2016,Full
Mitsubishi,19400.0,Crossover,78,2.4,Petrol,yes,2012,Full
Volkswagen,28000.0,Crossover,132,2.0,Diesel,yes,2011,Full
Kia,16153.8,Vagon,1,1.6,Petrol,yes,2016,Front
Skoda,14356.875,Sedan,1,1.6,Petrol,yes,2015,Front
Renault,24193.65,Van,1,1.6,Diesel,yes,2015,Front
Honda,9500.0,Sedan,150,1.8,Petrol,yes,2007,Front
Audi,5300.0,Other,182,2.5,Diesel,no,2002,Full
Kia,8500.0,Sedan,120,2.0,Other,yes,2007,Front
Chevrolet,5200.0,Sedan,117,1.5,Petrol,yes,2006,Front
Audi,39999.0,Crossover,45,2.0,Diesel,yes,2014,Full
Jaguar,32000.0,Sedan,56,2.0,Petrol,yes,2013,Rear
BMW,2899.0,Sedan,260,2.0,Diesel,no,2000,Rear
BMW,15500.0,Sedan,216,2.0,Diesel,yes,2008,Rear
Daewoo,3150.0,Sedan,208,1.6,Petrol,yes,1999,Front
BMW,13700.0,Sedan,276,3.0,Diesel,yes,2004,Rear
BMW,9800.0,Sedan,350,3.0,Diesel,yes,2001,Rear
Volkswagen,8200.0,Sedan,258,1.9,Diesel,yes,2004,Front
Opel,2500.0,Sedan,125,1.8,Petrol,no,2002,Front
Nissan,9800.0,Hatch,79,1.6,Gas,yes,2009,Front
Land Rover,27500.0,Crossover,190,3.6,Diesel,yes,2008,Full
Land Rover,38000.0,Crossover,130,3.6,Diesel,yes,2010,Full
Chevrolet,12500.0,Sedan,64,1.8,Petrol,yes,2013,Front
Volkswagen,2999.0,Vagon,239,1.9,Diesel,no,2003,Front
Skoda,25900.0,Sedan,72,1.8,Petrol,yes,2014,Front
Peugeot,7500.0,Hatch,530,1.0,Petrol,yes,2012,Front
Mercedes-Benz,15250.0,Sedan,210,2.2,Diesel,yes,2006,Rear
Volkswagen,20500.0,Hatch,800,2.0,Diesel,yes,2013,Front
Mercedes-Benz,6700.0,Van,1,2.2,Diesel,yes,2004,Rear
Mercedes-Benz,295000.0,Sedan,29,6.0,Petrol,yes,2011,Rear
